movieId,imdbId,tmdbId,title,genres,userId,rating,timestamp,tag
24,114168,12665,Powder (1995),Drama|Sci-Fi,1,3,964982363,music
25,113627,451,Leaving Las Vegas (1995),Drama|Romance,1,4,964980868,dumpster diving
26,114057,16420,Othello (1995),Drama,1,5,964981909,Sustainability
27,114011,9263,Now and Then (1995),Children|Drama,1,4,964982346,romantic comedy
28,114117,17015,Persuasion (1995),Drama|Romance,1,3,964981208,wedding
29,112682,902,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1,5,964984002,painter
30,115012,37557,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1,4,964981179,bloody
31,112792,9909,Dangerous Minds (1995),Drama,1,4,964982653,black hole
32,114746,63,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1,5,964984153,sci-fi
34,112431,9598,Babe (1995),Children|Drama,1,4,964982546,time-travel
36,112818,687,Dead Man Walking (1995),Crime|Drama,1,4,964982271,fantasy
38,113442,33689,It Takes Two (1995),Children|Comedy,1,4,964983793,magic board game
39,112697,9603,Clueless (1995),Comedy|Romance,1,5,964982838,Robin Williams
40,112749,34615,"Cry, the Beloved Country (1995)",Drama,1,5,964982931,beautiful scenery
41,114279,31174,Richard III (1995),Drama|War,1,3,964982563,epic
42,112819,11443,Dead Presidents (1995),Action|Crime|Drama,1,5,964982838,historical
43,114272,35196,Restoration (1995),Drama,1,3,964981775,inspirational
44,113855,9312,Mortal Kombat (1995),Action|Adventure|Fantasy,1,4,964982400,Medieval
45,114681,577,To Die For (1995),Comedy|Drama|Thriller,1,3,964982653,mel gibson
46,113347,11861,How to Make an American Quilt (1995),Drama|Romance,1,3,964984086,Oscar (Best Cinematography)
47,114369,807,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1,4,964980499,revenge
48,114148,10530,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1,5,964982475,sword fight
49,114916,8391,When Night Is Falling (1995),Drama|Romance,1,5,964981529,black comedy
50,114814,629,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1,5,964982176,Christina Ricci
52,113819,11448,Mighty Aphrodite (1995),Comedy|Drama|Romance,1,4,964983614,Christopher Lloyd
53,110299,49133,Lamerica (1994),Adventure|Drama,1,5,964983219,dark comedy
54,112499,26441,"Big Green, The (1995)",Children|Comedy,1,3,964981775,family
55,113158,97406,Georgia (1995),Drama,1,5,964982681,gothic
57,113321,9089,Home for the Holidays (1995),Drama,1,5,964982876,Al Pacino
58,110877,11010,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1,5,964982791,Andy Garcia
60,113419,11359,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1,5,964982855,Classic
61,116260,17182,Eye for an Eye (1996),Drama|Thriller,1,3,964982903,Francis Ford Coppola
62,113862,2054,Mr. Holland's Opus (1995),Drama,1,5,964982653,mafia
63,116126,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1,5,964982791,black comedy
64,118002,19760,Two if by Sea (1996),Comedy|Romance,1,4,964981179,Christina Ricci
65,115683,9536,Bio-Dome (1996),Comedy,1,5,964982400,Christopher Lloyd
66,116839,11525,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1,4,964980924,Family
68,113149,4482,French Twist (Gazon maudit) (1995),Comedy|Romance,1,5,964981680,gothic
69,113118,10634,Friday (1995),Comedy,1,5,964981327,quirky
70,116367,755,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1,5,964982951,family
71,113010,11859,Fair Game (1995),Action,1,4,964984018,funny
72,113537,28387,Kicking and Screaming (1995),Comedy|Drama,1,5,964983484,Macaulay Culkin
73,113828,48750,"Misérables, Les (1995)",Drama|War,1,5,964981680,sequel
74,115644,20927,Bed of Roses (1996),Drama|Romance,1,4,964982513,animation
75,115676,36929,Big Bully (1996),Comedy|Drama,1,5,964981327,Disney
76,114367,9102,Screamers (1995),Action|Sci-Fi|Thriller,1,5,964981827,funny
77,113973,124626,Nico Icon (1995),Documentary,1,5,964981872,original
78,112744,27526,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1,5,964981827,Pixar
79,116731,9623,"Juror, The (1996)",Drama|Thriller,1,5,964983737,sequel
80,112445,46785,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1,4,964983250,Tom Hanks
81,114660,400,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1,5,964980499,ancient Rome
82,112379,880,Antonia's Line (Antonia) (1995),Comedy|Drama,1,5,964982951,Epic
83,114039,146599,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1,4,964981855,history
85,112365,8447,Angels and Insects (1995),Drama|Romance,1,2,964983393,imdb top 250
86,118158,10534,White Squall (1996),Action|Adventure|Drama,1,5,964981909,revenge
87,116151,17414,Dunston Checks In (1996),Children|Comedy,1,5,964981909,Rome
88,115697,13997,Black Sheep (1996),Comedy,1,5,964984018,Russell Crowe
89,113972,2086,Nick of Time (1995),Action|Thriller,1,5,964983618,Ed Harris
92,117002,9095,Mary Reilly (1996),Drama|Horror|Thriller,1,5,964983723,Jude Law
93,114825,12158,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1,5,964981442,Rachel Weisz
94,115639,9283,Beautiful Girls (1996),Comedy|Drama|Romance,1,3,964983414,sniper
95,115759,9208,Broken Arrow (1996),Action|Adventure|Thriller,1,4,964983599,World War II
96,113403,40154,In the Bleak Midwinter (1995),Comedy|Drama,1,5,964983705,Al Pacino
97,113247,406,"Hate (Haine, La) (1995)",Crime|Drama,1,5,964982290,atmospheric
99,113283,63076,Heidi Fleiss: Hollywood Madam (1995),Documentary,1,5,964983414,Hilary Swank
100,115907,11062,City Hall (1996),Drama|Thriller,1,5,964982703,Robin Williams
101,115734,13685,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1,5,964981909,sequel
102,117102,47475,Mr. Wrong (1996),Comedy,1,5,964984086,violent
103,118040,2045,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1,4,964983393,dogs
104,116483,9614,Happy Gilmore (1996),Comedy,1,3,964982653,Eric Bana
105,112579,688,"Bridges of Madison County, The (1995)",Drama|Romance,1,3,964983017,mad scientist
106,110251,11907,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1,3,964982310,marvel
107,117110,10874,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1,3,964984112,captain nemo
108,112646,89333,Catwalk (1996),Documentary,1,4,964980875,comic book
110,112573,197,Braveheart (1995),Action|Drama|War,1,4,964980985,gothic
111,75314,103,Taxi Driver (1976),Crime|Drama|Thriller,1,5,964981107,Peta Wilson
112,113326,33542,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1,4,964982620,Sean Connery
113,115645,43566,Before and After (1996),Drama|Mystery,1,5,964982290,superhero
116,112373,51352,Anne Frank Remembered (1995),Documentary,1,3,964981125,adventure
117,115033,16934,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1,5,964982346,Angelina Jolie
118,116606,10324,If Lucy Fell (1996),Comedy|Romance,1,5,964982951,heroine in tight suit
119,114536,78406,"Steal Big, Steal Little (1995)",Comedy,1,4,964983056,Adventure
121,106473,32119,"Boys of St. Vincent, The (1992)",Drama,1,5,964983504,ensemble cast
122,103859,11066,Boomerang (1992),Comedy|Romance,1,3,964983536,fantasy
123,109424,11104,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1,3,964982620,fantasy world
125,116324,2074,Flirting With Disaster (1996),Comedy,1,5,964981125,great soundtrack
126,110647,27793,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1,4,964981230,lord of the rings
128,110217,290157,Jupiter's Wife (1994),Documentary,1,4,964981404,scenic
129,114131,110972,Pie in the Sky (1996),Comedy|Romance,1,5,964983034,stylized
132,113451,11863,Jade (1995),Thriller,1,4,964983056,Tolkien
135,116130,9101,Down Periscope (1996),Comedy,1,4,964981780,hilarious
137,113756,5757,Man of the Year (1995),Documentary,1,5,964981497,Steve Carell
140,118055,9302,Up Close and Personal (1996),Drama|Romance,1,5,964982176,Will Ferrell
141,115685,11000,"Birdcage, The (1996)",Comedy,1,4,964981710,animation
144,112585,16388,"Brothers McMullen, The (1995)",Comedy,1,4,964982211,anime
145,112442,9737,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1,5,964981710,cyberpunk
146,112342,30765,"Amazing Panda Adventure, The (1995)",Adventure|Children,1,4,964984176,dark
147,112461,10474,"Basketball Diaries, The (1995)",Drama,1,5,964980523,Matrix
148,112427,22279,"Awfully Big Adventure, An (1995)",Drama,1,4,964981888,sci-fi
149,109093,30157,Amateur (1994),Crime|Drama|Thriller,1,5,964982903,dark comedy
150,112384,568,Apollo 13 (1995),Adventure|Drama|IMAX,1,4,964982563,Jim Carrey
151,114287,11780,Rob Roy (1995),Action|Drama|Romance|War,1,5,964982791,meryl streep
152,112288,34996,"Addiction, The (1995)",Drama|Horror,1,4,964981747,quirky
153,112462,414,Batman Forever (1995),Action|Adventure|Comedy|Crime,1,5,964982400,stylized
154,61395,649,Beauty of the Day (Belle de jour) (1967),Drama,1,5,964982838,Adam Sandler
155,112495,1873,Beyond Rangoon (1995),Adventure|Drama|War,1,5,964982838,family
156,112541,5894,Blue in the Face (1995),Comedy|Drama,1,3,964981710,sweet
157,109370,1775,Canadian Bacon (1995),Comedy|War,1,5,964982653,British gangster
158,112642,8839,Casper (1995),Adventure|Children,1,4,964982838,confusing
159,112688,20649,Clockers (1995),Crime|Drama|Mystery,1,4,964982588,daniel craig
160,112715,10329,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1,4,964981725,Exquisite plotting.
161,112740,8963,Crimson Tide (1995),Drama|Thriller|War,1,5,964982529,organized crime
162,109508,26564,Crumb (1994),Documentary,1,5,964982876,stylish
163,112851,8068,Desperado (1995),Action|Romance|Western,1,5,964982791,Tom Hardy
164,112857,8512,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1,5,964982791,anime
165,112864,1572,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1,5,964982838,fantasy world
166,112887,13552,"Doom Generation, The (1995)",Comedy|Crime|Drama,1,4,964981725,Hayao Miyazaki
168,113071,6520,First Knight (1995),Action|Drama|Romance,1,5,964981710,Studio Ghibli
169,113114,9073,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1,4,964981680,David Thewlis
170,113243,10428,Hackers (1995),Action|Adventure|Crime|Thriller,1,4,964981710,Eva Green
171,113464,17447,Jeffrey (1995),Comedy|Drama,1,2,964981775,Liam Neeson
172,113481,9886,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1,4,964982989,Orlando Bloom
173,113492,9482,Judge Dredd (1995),Action|Crime|Sci-Fi,1,4,964982310,Chris Evans
174,113500,19326,Jury Duty (1995),Comedy,1,5,964983664,comic book
175,113540,9344,Kids (1995),Drama,1,5,964983263,heroine in tight suit
176,113677,9071,Living in Oblivion (1995),Comedy,1,2,964983546,Jessica Alba
177,113690,8973,Lord of Illusions (1995),Horror,1,5,964983861,sexy female scientist
178,107447,15730,Love & Human Remains (1993),Comedy|Drama,1,4,964982462,superhero
179,113729,47608,Mad Love (1995),Drama|Romance,1,5,964983123,gothic
180,113749,2293,Mallrats (1995),Comedy|Romance,1,2,964983094,helena bonham carter
181,113820,9070,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1,5,964981093,Johnny Depp
183,110604,48787,Mute Witness (1994),Comedy|Horror|Thriller,1,4,964982310,Tim Burton
184,110620,34574,Nadja (1994),Drama,1,3,964982513,visually appealing
185,113957,1642,"Net, The (1995)",Action|Crime|Thriller,1,5,964982242,black comedy
186,113986,11472,Nine Months (1995),Comedy|Romance,1,4,964982620,clever
187,114095,36196,Party Girl (1995),Comedy,1,5,964983414,fast-paced dialogue
188,114194,11980,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1,5,964982588,good dialogue
189,114241,58372,Reckless (1995),Comedy|Fantasy,1,4,964984169,Robert Downey Jr.
190,114323,32646,Safe (1995),Thriller,1,4,965719662,witty
191,114345,10533,"Scarlet Letter, The (1995)",Drama|Romance,1,5,964981278,adventure
193,114436,10802,Showgirls (1995),Drama,1,3,964982328,Audrey Tautou
194,114478,10149,Smoke (1995),Comedy|Drama,1,5,964982242,conspiracy theory
195,114496,18402,Something to Talk About (1995),Comedy|Drama|Romance,1,5,964981265,Mystery
196,114508,9348,Species (1995),Horror|Sci-Fi,1,5,964981888,Paris
198,114558,281,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1,5,964983000,Tom Hanks
199,58450,5967,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1,5,964981144,treasure hunt
201,114663,47939,Three Wishes (1995),Drama|Fantasy,1,4,964983080,Brad Pitt
202,114702,36834,Total Eclipse (1995),Drama|Romance,1,2,964982588,cate blanchett
203,114682,9090,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1,4,964980523,multiple storylines
204,114781,3512,Under Siege 2: Dark Territory (1995),Action,1,4,964982377,social commentary
205,114798,52856,Unstrung Heroes (1995),Comedy|Drama,1,5,964982620,Ben Stiller
206,114805,77350,Unzipped (1995),Documentary,1,4,964983393,Robin Williams
207,114887,9560,"Walk in the Clouds, A (1995)",Drama|Romance,1,4,964983414,emma thompson
208,114898,9804,Waterworld (1995),Action|Adventure|Sci-Fi,1,5,964983393,Maggie Gyllenhaal
209,114928,31611,White Man's Burden (1995),Drama,1,3,964983426,modern fantasy
210,114938,65796,Wild Bill (1995),Western,1,5,964981855,romance
211,109340,49805,"Browning Version, The (1994)",Drama,1,5,964980985,surreal
212,112602,26258,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1,5,964983414,Will Ferrell
213,111579,50797,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1,5,964982703,Marion Cotillard
214,110882,19155,Before the Rain (Pred dozhdot) (1994),Drama|War,1,4,964981710,Africa
215,112471,76,Before Sunrise (1995),Drama|Romance,1,4,964980523,corruption
216,112508,11017,Billy Madison (1995),Comedy,1,5,964980868,Jennifer Connelly
217,112438,37141,"Babysitter, The (1995)",Drama|Thriller,1,5,964981680,justice
218,112571,9382,Boys on the Side (1995),Comedy|Drama,1,5,964982703,Leonardo DiCaprio
219,112757,6715,"Cure, The (1995)",Drama,1,4,964982290,bad acting
220,112643,18256,Castle Freak (1995),Horror,1,5,964981872,bad jokes
222,112679,22625,Circle of Friends (1995),Drama|Romance,1,5,964982176,bad plot
223,109445,2292,Clerks (1994),Comedy,1,5,964982191,Chris Evans
224,112883,1909,Don Juan DeMarco (1995),Comedy|Drama|Romance,1,5,964981888,Jessica Alba
225,109635,8984,Disclosure (1994),Drama|Thriller,1,5,964983282,Marvel
227,109676,4954,Drop Zone (1994),Action|Thriller,1,4,964983034,sexy female scientist
228,112854,62488,Destiny Turns on the Radio (1995),Comedy,1,5,964982495,Rachel Weisz
229,109579,10531,Death and the Maiden (1994),Drama|Thriller,1,5,964982271,Ryan Reynolds
230,109642,11929,Dolores Claiborne (1995),Drama|Thriller,1,5,964982242,fantasy
231,109686,8467,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1,4,964980896,lion
232,111797,10451,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1,5,964983762,narnia
233,109759,20156,Exotica (1994),Drama,1,5,964982791,Tilda Swinton
234,109758,18395,Exit to Eden (1994),Comedy,1,5,964981208,bad script
235,109707,522,Ed Wood (1994),Comedy|Drama,1,5,964984086,Charlize Theron
236,113117,397,French Kiss (1995),Action|Comedy|Romance,1,4,964981872,Will Smith
237,113097,10525,Forget Paris (1995),Comedy|Romance,1,5,964983873,Anne Hathaway
238,113028,27985,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1,4,964982495,Steve Carell
239,113198,15789,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1,1,964983504,comedy
240,113303,27303,Hideaway (1995),Thriller,1,3,964981093,funny
241,113089,21183,Fluke (1995),Children|Drama,1,3,964983108,will ferrell
242,109771,10954,Farinelli: il castrato (1994),Drama|Musical,1,5,964981107,comedy
243,113199,47867,Gordy (1995),Children|Comedy|Fantasy,1,5,964983536,James Franco
246,110057,14275,Hoop Dreams (1994),Documentary,1,5,964983484,Seth Rogen
247,110005,1024,Heavenly Creatures (1994),Crime|Drama,1,4,964981799,Stoner Movie
248,110066,17207,Houseguest (1994),Comedy,1,4,964981799,audience intelligence underestimated
249,110116,13701,Immortal Beloved (1994),Drama|Romance,1,5,964982328,boring
250,110006,14819,Heavyweights (Heavy Weights) (1995),Children|Comedy,1,5,964984054,chick flick
251,113360,32631,"Hunted, The (1995)",Action,1,5,964981144,overrated
252,110099,11777,I.Q. (1994),Comedy|Romance,1,4,964981725,Teen movie
253,110148,628,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1,4,964981775,Adrien Brody
254,113463,87729,Jefferson in Paris (1995),Drama,1,4,964982271,con artists
255,110189,18713,"Jerky Boys, The (1995)",Comedy,1,5,964980668,funny
256,110216,6280,Junior (1994),Comedy|Sci-Fi,1,4,964980683,interesting characters
257,113501,9061,Just Cause (1995),Mystery|Thriller,1,4,964982271,Mark Ruffalo
258,113538,37108,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1,5,964981589,Rachel Weisz
259,113552,6071,Kiss of Death (1995),Crime|Drama|Thriller,1,5,964983737,Bill Murray
260,76759,11,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1,5,964981909,dark comedy
261,110367,9587,Little Women (1994),Drama,1,5,964982363,Emma Stone
262,113670,19101,"Little Princess, A (1995)",Children|Drama,1,4,964982417,funny
263,110296,49980,Ladybird Ladybird (1994),Drama,1,4,964980694,Jesse Eisenberg
265,103994,18183,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1,5,964981855,Woody Harrelson
266,110322,4476,Legends of the Fall (1994),Drama|Romance|War|Western,1,4,964981220,audience intelligence underestimated
267,110443,11008,Major Payne (1995),Comedy,1,4,964982903,CGI
269,107566,32325,My Crazy Life (Mi vida loca) (1993),Drama,1,5,964984002,cheesy
270,110391,43742,Love Affair (1994),Drama|Romance,2,3,1445714835,comic book
271,113691,28313,Losing Isaiah (1995),Drama,2,4,1445715029,DC
272,110428,11318,"Madness of King George, The (1994)",Comedy|Drama,2,4.5,1445715228,DC Comics
273,109836,3036,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2,4,1445714885,Ryan Reynolds
274,113755,40490,Man of the House (1995),Comedy,2,4,1445714952,space
275,110538,24070,Mixed Nuts (1994),Comedy,2,3.5,1445714960,superhero
276,110516,8986,Milk Money (1994),Comedy|Romance,2,4,1445715013,comedy
277,110527,10510,Miracle on 34th Street (1994),Drama,2,4,1445715064,funny
278,113808,17402,Miami Rhapsody (1995),Comedy,2,4.5,1445715141,happy ending
279,113896,38722,My Family (1995),Drama,2,5,1445714980,HOT actress
280,113870,8438,Murder in the First (1995),Drama|Thriller,2,4.5,1445715154,Justin Timberlake
281,110684,11593,Nobody's Fool (1994),Comedy|Drama|Romance,2,3,1445714974,Mila Kunis
282,110638,1945,Nell (1994),Drama,2,4,1445714926,New York City
283,113967,39310,New Jersey Drive (1995),Crime|Drama,2,3,1445714941,romance
284,117169,109560,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,2,4,1445714841,sex
285,106402,56428,Beyond Bedlam (1993),Drama|Horror,2,4.5,1445715340,Istanbul
287,110671,131957,Nina Takes a Lover (1994),Comedy|Romance,2,5,1445715172,Liam Neeson
288,110632,241,Natural Born Killers (1994),Action|Crime|Thriller,2,4,1445715166,predictable
289,110737,9058,Only You (1994),Comedy|Romance,2,5,1445715189,Turkey
290,110729,527,Once Were Warriors (1994),Crime|Drama,2,3.5,1445714891,unnecessary sequel
291,114151,18220,Poison Ivy II (1996),Drama|Thriller,2,2.5,1445714938,action
292,114069,6950,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,2,3.5,1445714874,Christoph Waltz
293,110413,101,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,2,5,1445714966,funny
294,114113,63020,"Perez Family, The (1995)",Comedy|Romance,2,3,1445715145,good soundtrack
295,114210,2307,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2,4,1445714882,Great performances
296,110912,680,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,2,2,1445715276,Humour
298,105652,25296,Pushing Hands (Tui shou) (1992),Drama,2,3.5,1445714854,Leonardo DiCaprio
299,110889,40156,Priest (1994),Drama,2,5,1445715272,Quentin Tarantino
300,110932,11450,Quiz Show (1994),Drama,2,5,1445714851,Samuel L. Jackson
301,114129,30304,Picture Bride (Bijo photo) (1994),Drama|Romance,3,0.5,1306463578,Soundtrack
302,110963,10452,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3,0.5,1306464275,western
303,114214,12106,"Quick and the Dead, The (1995)",Action|Thriller|Western,3,0.5,1306463619,Amy Adams
304,114296,161495,Roommates (1995),Comedy|Drama,3,0.5,1306464228,superhero
305,110907,3586,Ready to Wear (Pret-A-Porter) (1994),Comedy,3,0.5,1306463595,daniel radcliffe
306,111495,110,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,3,5,1306463611,zoe kazan
307,108394,108,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3,0.5,1306463567,comedy
308,111507,109,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3,0.5,1306463627,Steve Carell
310,114268,36357,Rent-a-Kid (1995),Comedy,3,0.5,1306464216,stupid but funny
311,110965,92769,Relative Fear (1994),Horror|Thriller,3,0.5,1306463569,will ferrell
312,114571,28033,Stuart Saves His Family (1995),Comedy,3,0.5,1306463624,anti-intellectual
313,111333,22586,"Swan Princess, The (1994)",Animation|Children,3,3.5,1306463323,bad writing
314,111112,14334,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3,0.5,1306464189,dystopia
315,111255,2636,"Specialist, The (1994)",Action|Drama|Thriller,3,3,1306463561,new society
316,111282,2164,Stargate (1994),Action|Adventure|Sci-Fi,3,4.5,1306464003,plot holes
317,111070,11395,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3,0.5,1306464175,predictable
318,111161,278,"Shawshank Redemption, The (1994)",Crime|Drama,3,0.5,1306463572,scifi
319,111149,9905,Shallow Grave (1994),Comedy|Drama|Thriller,3,0.5,1306464261,unintelligent
320,108260,87078,Suture (1993),Film-Noir|Thriller,3,2,1306463559,Charlize Theron
321,106966,12527,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3,4,1306463631,Liam Neeson
322,114594,20306,Swimming with Sharks (1995),Comedy|Drama,3,0.5,1306464293,Seth MacFarlane
324,111309,36614,"Sum of Us, The (1994)",Comedy|Drama,3,5,1306463925,witty
325,113936,27993,National Lampoon's Senior Trip (1995),Comedy,3,4.5,1306464054,action
326,110081,31439,To Live (Huozhe) (1994),Drama,3,0.5,1306463638,dystopia
327,114614,9067,Tank Girl (1995),Action|Comedy|Sci-Fi,3,5,1306463603,plot holes
328,114608,9059,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3,0.5,1306464245,post-apocalyptic
329,111280,193,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3,5,1306463770,survival
330,114609,25066,Tales from the Hood (1995),Action|Crime|Horror,3,0.5,1306464284,thriller
331,111454,46797,Tom & Viv (1994),Drama,3,5,1306463718,unexplained
332,114852,12122,Village of the Damned (1995),Horror|Sci-Fi,3,5,1306463708,weak plot
333,114694,11381,Tommy Boy (1995),Comedy,3,4.5,1306464021,dark hero
334,111590,32636,Vanya on 42nd Street (1994),Drama,3,5,1306463825,gun-fu
335,114788,36141,Underneath (1995),Mystery|Thriller,3,0.5,1306464204,Keanu Reeves
336,114888,95963,"Walking Dead, The (1995)",Drama|War,3,5,1306463670,Revenge
337,108550,1587,What's Eating Gilbert Grape (1993),Drama,3,4.5,1306464036,secret society
338,114857,9271,Virtuosity (1995),Action|Sci-Fi|Thriller,3,5,1306463684,stylish
339,114924,2064,While You Were Sleeping (1995),Comedy|Romance,3,4.5,1306463993,black comedy
340,111667,19855,"War, The (1994)",Adventure|Drama|War,3,5,1306463815,dark comedy
341,109655,60855,Double Happiness (1994),Drama,3,0.5,1306464164,dark humor
342,110598,236,Muriel's Wedding (1994),Comedy,4,3,986935199,ironic
343,112435,48287,"Baby-Sitters Club, The (1995)",Children,4,2,945173447,multiple short stories
344,109040,3049,Ace Ventura: Pet Detective (1994),Comedy,4,3,986935047,short stories
345,109045,2759,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,4,2,945173425,bromance
346,106339,12635,Backbeat (1993),Drama|Musical,4,3,964622786,comedy
347,104779,10497,Bitter Moon (1992),Drama|Film-Noir|Romance,4,3,964538444,funny
348,109348,11382,Bullets Over Broadway (1994),Comedy,4,4,986848784,James Franco
349,109444,9331,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,4,5,964622758,Seth Rogen
350,109446,10731,"Client, The (1994)",Drama|Mystery|Thriller,4,1,986848920,comic book
351,109484,10464,"Corrina, Corrina (1994)",Comedy|Drama|Romance,4,5,945078571,Dr. Strange
352,109504,34152,Crooklyn (1994),Comedy|Drama,4,3,945078428,Great villain
